,TransactionAmt,TransactionDT,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D10,D11,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V307,V308,V309,V310
3400,70.0,155169,W,1039,391.0,150.0,visa,166.0,debit,272.0,87.0,,gmail.com,,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,5.0,154.0,154.0,30.0,391.0,30.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
8714,15.0,256823,W,1444,490.0,150.0,visa,166.0,debit,315.0,87.0,,gmail.com,,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,8.0,3.0,1.0,1.0,1.0,,,228.0,,302.0,302.0,0.0,151.0,151.0,0.0,0.0,0.0,0.0,151.0,151.0,,453.0,453.0,0.0,151.0
8187,25.0,249182,H,12932,361.0,150.0,visa,226.0,debit,126.0,87.0,,verizon.net,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3251,30.0,153761,W,4121,361.0,150.0,visa,226.0,credit,476.0,87.0,,hotmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,9.0,9.0,1.0,,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,355.5,130.0,30.0,238.5
5053,87.0,172172,W,12501,490.0,150.0,visa,226.0,debit,337.0,87.0,,gmail.com,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,53.0,1.0,248.0,248.0,8.0,249.0,8.0,208.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,130.0,0.0,0.0,130.0
9485,50.0,271915,W,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,,yahoo.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,153.0,153.0,92.0,152.0,92.0,152.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
8762,50.0,257629,W,9527,321.0,150.0,visa,226.0,debit,428.0,87.0,,yahoo.com,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,28.0,1.0,320.0,320.0,0.0,,,98.0,,290.0,290.0,0.0,190.0,190.0,100.0,100.0,100.0,0.0,0.0,0.0,,1131.0,310.0,0.0,1031.0
4067,309.95,161937,W,7508,321.0,150.0,visa,226.0,debit,299.0,87.0,15.0,gmail.com,,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,3.0,146.0,105.0,28.0,,,106.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,209.9499969482422,0.0,0.0,209.9499969482422
252,48.638,90366,C,2115,415.0,185.0,mastercard,195.0,credit,,,,anonymous.com,anonymous.com,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.640600204467772,8.640600204467772,8.640600204467772,8.640600204467772
5872,14.985,184254,C,3154,408.0,185.0,mastercard,224.0,debit,,,,hotmail.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7522,213.0,240460,W,4030,174.0,150.0,visa,226.0,debit,126.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7728,100.0,243364,R,7148,399.0,150.0,american express,133.0,credit,264.0,87.0,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,275.99,126457,W,17064,302.0,150.0,visa,226.0,debit,226.0,87.0,6.0,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6765,200.0,230246,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,,gmail.com,,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,19.0,3.0,396.0,396.0,11.0,,,396.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,450.0,0.0,0.0,450.0
8069,77.0,247507,W,11986,369.0,150.0,mastercard,224.0,debit,337.0,87.0,4.0,aol.com,,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,3.0,123.0,123.0,1.0,408.0,61.0,67.0,378.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,,77.0,77.0,0.0,0.0
621,25.0,97662,H,13844,583.0,150.0,visa,226.0,credit,264.0,87.0,,yahoo.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,50.0,91343,H,16984,399.0,150.0,american express,236.0,credit,264.0,87.0,,juno.com,juno.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7770,34.0,243804,W,1546,111.0,150.0,visa,226.0,debit,191.0,87.0,,gmail.com,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,23.0,1.0,151.0,151.0,2.0,151.0,2.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1545.5,589.0,0.0,993.5
7436,17.401,239232,C,10568,204.0,185.0,visa,226.0,credit,,,,hotmail.com,hotmail.com,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,273.0,273.0,273.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
8358,49.0,251903,W,7664,490.0,150.0,visa,226.0,debit,264.0,87.0,24.0,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,16.0,2.0,410.0,343.0,11.0,,,410.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.0,0.0,0.0,34.0
8283,43.97,250875,W,8868,205.0,150.0,visa,166.0,debit,492.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,178.0,178.0,14.0,178.0,14.0,178.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,0.0,39.0
3383,25.95,154992,W,12686,215.0,150.0,visa,226.0,debit,327.0,87.0,1.0,yahoo.com,,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,288.0,288.0,76.0,452.0,76.0,481.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6516,100.0,225628,H,4201,369.0,150.0,mastercard,224.0,debit,181.0,87.0,,charter.net,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8362,199.95,251970,W,17188,321.0,150.0,visa,226.0,debit,264.0,87.0,9.0,gmail.com,,4.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,12.0,4.0,146.0,146.0,75.0,163.0,75.0,163.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7093,100.0,234879,W,12839,321.0,150.0,visa,226.0,debit,469.0,87.0,4.0,gmail.com,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,364.0,364.0,153.0,365.0,153.0,244.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
33,40.0,87078,W,8613,272.0,150.0,mastercard,224.0,debit,264.0,87.0,,yahoo.com,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,121.0,121.0,121.0,400.0,121.0,121.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
8881,50.0,259694,H,11106,100.0,150.0,visa,226.0,credit,299.0,87.0,,msn.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7749,31.479,243567,C,6751,289.0,185.0,visa,138.0,debit,,,,anonymous.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
568,49.0,96451,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,2.0,yahoo.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,44.0,44.0,2.0,44.0,2.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,157.0,157.0,0.0,59.0
1347,160.95,131799,W,11207,361.0,150.0,visa,226.0,debit,204.0,87.0,5.0,,,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,25.0,25.0,22.0,,,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,167.89999389648438,0.0,0.0,167.89999389648438
735,150.0,100559,W,16075,514.0,150.0,mastercard,102.0,credit,315.0,87.0,,,,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,3.0,62.0,62.0,62.0,,,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7887,50.0,245349,H,7063,170.0,150.0,mastercard,102.0,credit,299.0,87.0,,sbcglobal.net,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,100.0,95859,H,8034,555.0,150.0,visa,226.0,debit,225.0,87.0,,msn.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5559,54.5,178085,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4684,53.97,168164,W,7664,490.0,150.0,visa,226.0,debit,264.0,87.0,,yahoo.com,,140.0,119.0,0.0,0.0,197.0,98.0,0.0,0.0,84.0,0.0,100.0,0.0,631.0,123.0,412.0,412.0,30.0,400.0,9.0,400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7399,53.97,238621,W,15416,555.0,150.0,visa,226.0,debit,181.0,87.0,,,,8.0,8.0,0.0,0.0,2.0,11.0,0.0,0.0,6.0,0.0,5.0,0.0,40.0,6.0,182.0,182.0,1.0,,,82.0,,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,1056.3199462890625,100.0,0.0,593.8499755859375
4475,100.0,165990,H,18196,514.0,143.0,visa,162.0,credit,204.0,87.0,,yahoo.com,yahoo.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,75.0,113127,W,7919,194.0,150.0,mastercard,202.0,debit,203.0,87.0,3.0,gmail.com,,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,13.0,3.0,275.0,275.0,30.0,275.0,30.0,275.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
8846,82.95,259035,W,2383,259.0,150.0,mastercard,224.0,debit,325.0,87.0,,,,70.0,58.0,0.0,0.0,56.0,57.0,0.0,0.0,55.0,0.0,50.0,0.0,308.0,64.0,481.0,481.0,31.0,,,123.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6039,100.0,189506,W,16630,242.0,150.0,visa,166.0,debit,264.0,87.0,4.0,gmail.com,,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,34.0,2.0,457.0,457.0,63.0,427.0,63.0,457.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
92,117.0,88054,W,6481,111.0,150.0,visa,226.0,debit,337.0,87.0,327.0,cox.net,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6410,107.95,223167,W,6293,512.0,150.0,mastercard,117.0,debit,191.0,87.0,,,,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0,462.0,462.0,33.0,,,337.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6482,23.95,224840,W,11839,490.0,150.0,visa,226.0,debit,123.0,87.0,14.0,hotmail.com,,4.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,17.0,4.0,394.0,394.0,106.0,471.0,281.0,471.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5100,44.5,172652,W,17598,268.0,150.0,visa,166.0,debit,337.0,87.0,10.0,,,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,0.0,,,,,476.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5786,300.0,182274,R,14290,512.0,150.0,visa,226.0,debit,158.0,87.0,,gmail.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4721,20.0,168653,W,7483,461.0,150.0,visa,226.0,debit,387.0,87.0,,yahoo.com,,108.0,101.0,0.0,0.0,113.0,82.0,0.0,0.0,62.0,0.0,75.0,0.0,509.0,95.0,259.0,259.0,11.0,338.0,11.0,77.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,425.8999938964844,0.0,0.0,425.8999938964844
9930,59.0,310948,W,13780,298.0,150.0,visa,226.0,debit,441.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7216,59.0,236534,W,7919,194.0,150.0,mastercard,166.0,debit,272.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5824,50.0,183025,H,9350,111.0,150.0,visa,162.0,credit,512.0,87.0,,hotmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8134,30.0,248365,W,10057,225.0,150.0,mastercard,224.0,debit,204.0,87.0,,gmail.com,,14.0,9.0,0.0,0.0,4.0,6.0,0.0,0.0,5.0,0.0,9.0,0.0,12.0,6.0,88.0,88.0,28.0,88.0,28.0,88.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,0.0,0.0,30.0
6790,108.95,230561,W,2356,143.0,150.0,visa,226.0,debit,205.0,87.0,6.0,yahoo.com,,6.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0,6.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9400,50.0,269117,H,16876,490.0,150.0,visa,195.0,debit,204.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7457,117.0,239530,W,8199,420.0,150.0,mastercard,224.0,debit,387.0,87.0,32.0,gmail.com,,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,143.0,143.0,14.0,143.0,14.0,63.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,194.0,0.0,0.0,194.0
8670,34.0,256262,W,7919,194.0,150.0,mastercard,202.0,debit,204.0,87.0,2.0,gmail.com,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,80.0,30.0,30.0,120.0,30.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2545,49.0,147095,W,12598,111.0,150.0,visa,166.0,debit,220.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4768,24.95,169219,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,,hotmail.com,,132.0,112.0,0.0,0.0,143.0,106.0,0.0,0.0,74.0,0.0,97.0,0.0,537.0,110.0,15.0,,15.0,,,462.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.950000762939453,0.0,0.0,0.0
3279,25.0,154001,H,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,,bellsouth.net,bellsouth.net,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8159,75.0,248711,H,13994,127.0,150.0,mastercard,224.0,debit,123.0,87.0,,anonymous.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7535,107.95,240594,W,2960,555.0,150.0,visa,226.0,debit,299.0,87.0,0.0,,,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,13.0,3.0,296.0,296.0,53.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6070,40.0,190406,W,7919,194.0,150.0,mastercard,166.0,debit,324.0,87.0,,,,7.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,15.0,5.0,87.0,87.0,21.0,,,425.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,0.0,0.0,80.0
1121,209.95,121104,W,6806,555.0,150.0,visa,226.0,debit,269.0,87.0,20.0,yahoo.com,,5.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,42.0,4.0,259.0,259.0,1.0,404.0,1.0,392.0,426.0,415.0,125.0,25.0,415.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,,415.0,125.0,25.0,415.0
6728,107.95,229495,W,1359,314.0,150.0,mastercard,224.0,debit,299.0,87.0,,gmail.com,,3.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,32.0,2.0,0.0,,,,,424.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9161,53.95,264255,W,13481,445.0,150.0,mastercard,224.0,debit,330.0,87.0,211.0,,,95.0,80.0,0.0,0.0,85.0,82.0,0.0,0.0,59.0,0.0,71.0,0.0,490.0,81.0,226.0,214.0,2.0,,,498.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,404.9500122070313,174.9499969482422,0.0,404.9500122070313
8672,82.655,256354,C,15890,545.0,185.0,visa,195.0,debit,,,,hotmail.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5202,28.639,173767,C,15885,545.0,185.0,visa,138.0,debit,,,,hotmail.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7791,25.0,244028,W,12846,390.0,150.0,mastercard,224.0,debit,251.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,15.0,15.0,15.0,15.0,15.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.95000076293945,0.0,0.0,30.95000076293945
6329,422.5,220068,W,12396,458.0,150.0,visa,226.0,debit,330.0,87.0,11.0,aol.com,,10.0,7.0,0.0,0.0,4.0,12.0,0.0,0.0,10.0,0.0,7.0,0.0,22.0,7.0,183.0,183.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,342.0,342.0,0.0,0.0
6743,67.95,229851,W,6256,532.0,150.0,mastercard,224.0,debit,485.0,87.0,0.0,gmail.com,,250.0,226.0,0.0,0.0,82.0,286.0,0.0,0.0,151.0,0.0,213.0,1.0,436.0,148.0,344.0,344.0,182.0,397.0,182.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7077,52.95,234713,W,1300,302.0,150.0,visa,226.0,debit,191.0,87.0,,ymail.com,,102.0,80.0,0.0,0.0,80.0,74.0,0.0,0.0,68.0,0.0,66.0,0.0,391.0,85.0,333.0,333.0,0.0,153.0,0.0,131.0,,107.9499969482422,107.9499969482422,107.9499969482422,107.9499969482422,107.9499969482422,0.0,0.0,0.0,0.0,0.0,0.0,,165.89999389648438,107.9499969482422,107.9499969482422,165.89999389648438
8683,200.0,256469,H,3278,453.0,150.0,visa,226.0,debit,264.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4819,10.0,169749,W,9112,250.0,150.0,visa,226.0,debit,441.0,87.0,,yahoo.com,,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,2.0,96.0,96.0,4.0,,,96.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,20.0,0.0,20.0
5764,83.742,181804,C,4504,500.0,185.0,mastercard,219.0,credit,,,,gmail.com,gmail.com,32.0,24.0,0.0,5.0,0.0,5.0,5.0,25.0,0.0,8.0,11.0,11.0,2.0,2.0,0.0,,,,,0.0,,167.4842071533203,167.4842071533203,0.0,0.0,0.0,167.4842071533203,167.4842071533203,167.4842071533203,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4575,44.0,167015,W,2884,490.0,150.0,visa,226.0,debit,181.0,87.0,2.0,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
